Date,Open,High,Low,Close,Adj Close,Volume
2015-03-09,240.750000,241.000000,237.580002,241.000000,239.124146,114445
2015-03-10,239.500000,239.699997,234.000000,234.000000,232.178650,102043
2015-03-11,234.500000,236.378006,234.102997,234.500000,232.674744,79427
2015-03-12,236.250000,237.750000,235.000000,235.250000,233.418915,94094
2015-03-13,238.750000,238.750000,235.250000,235.250000,233.418915,87475
2015-03-16,237.000000,238.968994,235.250000,235.250000,233.418915,104461
2015-03-17,238.250000,240.500000,237.649994,238.000000,236.147507,188025
2015-03-18,238.750000,241.050003,238.084000,240.250000,238.380005,141787
2015-03-19,244.000000,244.000000,240.000000,241.250000,239.372208,145573
2015-03-20,241.250000,243.750000,241.250000,242.250000,240.364426,110178
2015-03-23,245.250000,245.250000,241.942993,244.000000,242.100800,109884
2015-03-24,242.500000,245.500000,242.149994,245.500000,243.589142,178875
2015-03-25,244.000000,246.250000,242.875000,243.500000,241.604691,132471
2015-03-26,243.500000,243.750000,239.763000,243.750000,241.852768,71965
2015-03-27,242.750000,243.750000,241.500000,243.500000,241.604691,125041
2015-03-30,242.750000,245.000000,241.500000,245.000000,243.093033,246316
2015-03-31,241.500000,245.750000,241.500000,245.000000,243.093033,113336
2015-04-01,245.000000,245.475006,241.750000,245.000000,243.093033,77780
2015-04-02,244.500000,246.000000,243.500000,246.000000,244.085236,162322
2015-04-07,247.000000,250.000000,245.108002,249.500000,247.557983,193396
2015-04-08,249.000000,249.750000,247.860001,249.250000,247.309952,145988
2015-04-09,250.250000,251.973007,249.875000,251.500000,249.542419,117905
2015-04-10,251.250000,254.250000,250.485001,252.000000,250.038544,131862
2015-04-13,254.750000,257.500000,253.179993,257.500000,255.495758,165695
2015-04-14,255.000000,260.000000,255.000000,258.500000,256.487915,148027
2015-04-15,258.000000,260.000000,257.000000,260.000000,257.976288,101305
2015-04-16,260.000000,260.000000,257.450012,260.000000,257.976288,75253
2015-04-17,257.500000,259.428986,255.000000,257.000000,254.999619,72353
2015-04-20,255.500000,258.000000,255.250000,258.000000,255.991867,58375
2015-04-21,256.000000,259.160004,256.000000,258.250000,256.239899,67723
2015-04-22,256.750000,257.000000,253.871002,257.000000,254.999619,73357
2015-04-23,256.500000,256.500000,254.000000,254.000000,252.022964,64917
2015-04-24,256.500000,256.500000,255.000000,255.000000,253.015182,50143
2015-04-27,256.750000,258.000000,254.000000,257.500000,255.495758,105226
2015-04-28,257.500000,257.500000,253.000000,253.000000,251.030762,90165
2015-04-29,252.750000,254.500000,250.000000,250.000000,248.054108,78265
2015-04-30,250.250000,252.369995,250.000000,250.500000,248.550201,83342
2015-05-01,251.250000,251.250000,248.250000,248.500000,246.565781,123854
2015-05-05,250.500000,252.000000,249.520004,251.000000,249.046326,56559
2015-05-06,252.000000,252.250000,248.500000,251.000000,249.046326,52945
2015-05-07,248.500000,250.500000,247.500000,247.500000,245.573563,110531
2015-05-08,252.000000,255.000000,250.449997,255.000000,253.015182,82742
2015-05-11,252.250000,254.964996,251.725006,253.250000,251.278809,89099
2015-05-12,251.500000,253.000000,248.500000,250.250000,248.302170,133884
2015-05-13,254.000000,256.250000,252.750000,254.000000,252.022964,122726
2015-05-14,253.250000,257.804993,253.250000,257.750000,255.743759,99901
2015-05-15,258.000000,265.000000,256.549988,263.000000,260.952911,454495
2015-05-18,264.000000,265.238007,262.000000,265.000000,262.937347,109123
2015-05-19,265.000000,266.463989,262.250000,262.250000,260.208740,107579
2015-05-20,264.750000,267.000000,262.720001,267.000000,264.921783,163166
2015-05-21,267.500000,267.750000,266.500000,267.750000,265.665955,109108
2015-05-22,267.250000,272.000000,267.250000,269.500000,267.402283,148165
2015-05-26,269.500000,272.750000,269.000000,269.000000,266.906219,233822
2015-05-27,270.000000,273.000000,270.000000,272.000000,269.882874,111425
2015-05-28,269.000000,273.000000,269.000000,273.000000,270.875061,164147
2015-05-29,273.000000,274.717987,272.000000,272.000000,269.882874,160266
2015-06-01,273.250000,274.750000,271.750000,272.000000,269.882874,104648
2015-06-02,273.000000,273.000000,270.000000,273.000000,270.875061,51475
2015-06-03,273.000000,275.500000,272.200012,275.000000,272.859528,113607
2015-06-04,270.500000,274.750000,268.250000,269.500000,267.402283,116572
2015-06-05,272.000000,274.500000,269.000000,274.000000,271.867310,109520
2015-06-08,274.000000,275.000000,272.924988,275.000000,272.859528,70379
2015-06-09,272.750000,273.000000,269.000000,272.000000,269.882874,122569
2015-06-10,269.000000,275.000000,269.000000,275.000000,272.859528,108122
2015-06-11,274.750000,274.750000,270.000000,270.000000,267.898438,55951
2015-06-12,272.000000,274.500000,268.750000,269.500000,267.402283,100627
2015-06-15,269.000000,269.308014,266.000000,266.250000,264.177643,56288
2015-06-16,267.000000,267.500000,264.000000,264.000000,261.945160,110588
2015-06-17,267.750000,267.750000,264.000000,266.500000,264.425690,61237
2015-06-18,265.750000,266.720001,263.750000,266.000000,263.929565,26029
2015-06-19,267.000000,267.500000,265.950012,267.500000,265.417877,71710
2015-06-22,267.750000,269.000000,266.750000,269.000000,266.906219,65148
2015-06-23,270.000000,270.549988,267.750000,268.750000,266.658142,71884
2015-06-24,271.250000,273.000000,270.000000,272.500000,270.378998,102031
2015-06-25,272.250000,274.000000,271.575012,274.000000,271.867310,60021
2015-06-26,272.250000,273.000000,270.738007,272.250000,270.130890,90037
2015-06-29,262.000000,269.997009,262.000000,268.500000,266.410126,102669
2015-06-30,269.000000,270.000000,268.250000,270.000000,267.898438,111362
2015-07-01,270.750000,272.000000,270.000000,270.000000,267.898438,59619
2015-07-02,270.000000,270.118011,268.442993,269.000000,266.906219,69190
2015-07-03,270.000000,270.369995,268.000000,269.500000,267.402283,26677
2015-07-06,267.250000,268.200012,266.763000,267.625000,265.541931,32092
2015-07-07,268.250000,268.500000,262.000000,262.000000,259.960724,65344
2015-07-08,262.000000,265.977997,262.000000,263.750000,261.697052,69455
2015-07-09,266.500000,267.000000,265.037994,267.000000,264.921783,27844
2015-07-10,267.000000,270.750000,266.750000,270.750000,268.642578,75933
2015-07-13,271.000000,273.500000,271.000000,271.000000,268.890625,40042
2015-07-14,273.000000,273.500000,270.850006,271.250000,269.138733,61902
2015-07-15,271.250000,273.000000,271.000000,273.000000,270.875061,31204
2015-07-16,274.000000,274.000000,271.019989,272.750000,270.627014,43881
2015-07-17,270.000000,276.500000,270.000000,274.500000,272.363434,81432
2015-07-20,275.000000,275.000000,271.000000,272.500000,270.378998,49804
2015-07-21,274.000000,274.000000,272.000000,272.000000,269.882874,73161
2015-07-22,271.000000,271.549988,269.839996,271.000000,268.890625,53754
2015-07-23,271.000000,272.500000,270.200012,272.000000,269.882874,65404
2015-07-24,271.750000,271.750000,268.500000,271.750000,269.634827,77229
2015-07-27,267.250000,269.429993,265.000000,266.500000,264.425690,99620
2015-07-28,267.750000,268.250000,263.500000,263.500000,261.449036,117005
2015-07-29,265.000000,266.500000,262.375000,264.250000,262.193176,53744
2015-07-30,265.000000,265.250000,262.162994,265.250000,263.185425,41233
2015-07-31,263.500000,264.541992,263.500000,264.000000,261.945160,34266
2015-08-03,262.000000,264.035004,262.000000,263.000000,260.952911,60677
2015-08-04,263.000000,263.779999,262.299988,263.000000,260.952911,49914
2015-08-05,264.750000,266.000000,263.350006,265.250000,263.185425,73610
2015-08-06,263.000000,267.750000,263.000000,267.750000,265.665955,49638
2015-08-07,267.000000,268.500000,265.488007,266.000000,263.929565,62131
2015-08-10,267.000000,267.000000,265.079987,267.000000,264.921783,43927
2015-08-11,264.000000,266.500000,263.500000,263.500000,261.449036,57639
2015-08-12,261.000000,261.524994,259.000000,259.750000,257.728210,60124
2015-08-13,262.500000,262.500000,259.625000,260.125000,258.100281,63456
2015-08-14,261.000000,263.000000,259.429993,263.000000,260.952911,126780
2015-08-17,262.000000,262.970001,260.670013,261.000000,258.968475,40214
2015-08-18,262.000000,262.000000,260.220001,260.625000,258.596375,70076
2015-08-19,258.000000,258.500000,253.669998,253.625000,251.650894,91200
2015-08-20,250.500000,251.000000,247.500000,249.375000,247.433975,87226
2015-08-21,248.500000,249.000000,243.000000,244.000000,242.100800,67167
2015-08-24,235.000000,238.375000,230.440002,233.000000,231.186432,121939
2015-08-25,236.500000,240.000000,234.000000,238.750000,236.891663,104161
2015-08-26,239.500000,241.975006,235.000000,237.500000,235.651413,87923
2015-08-27,243.750000,245.500000,242.000000,245.250000,243.341064,60441
2015-08-28,247.000000,247.000000,243.250000,244.750000,242.844986,52831
2015-09-01,244.000000,244.000000,240.975006,241.750000,239.868332,54035
2015-09-02,244.000000,245.710007,242.000000,245.000000,243.093033,44913
2015-09-03,248.000000,250.005005,245.500000,246.000000,244.085236,79844
2015-09-04,246.000000,247.000000,244.000000,244.500000,242.596924,38019
2015-09-07,244.000000,245.936996,243.639999,244.000000,242.100800,12862
2015-09-08,246.500000,247.710007,243.750000,245.250000,243.341064,46703
2015-09-09,251.000000,252.000000,246.000000,247.000000,245.077454,178215
2015-09-10,248.500000,248.500000,244.000000,244.250000,242.348846,110640
2015-09-11,247.000000,247.000000,244.000000,244.750000,242.844986,23038
2015-09-14,245.250000,246.613007,244.000000,244.250000,242.348846,68432
2015-09-15,245.000000,246.500000,242.000000,244.750000,242.844986,47763
2015-09-16,247.000000,247.000000,244.910004,246.750000,244.829391,47072
2015-09-17,247.000000,247.000000,245.800003,247.000000,245.077454,29756
2015-09-18,245.000000,248.000000,244.250000,248.000000,246.069687,100896
2015-09-21,247.000000,247.500000,245.500000,246.625000,244.705383,46987
2015-09-22,245.000000,247.363998,243.500000,243.500000,241.604691,88613
2015-09-23,243.750000,246.343002,243.750000,244.750000,242.844986,21309
2015-09-24,247.000000,247.000000,242.250000,242.500000,240.612488,58603
2015-09-25,247.000000,249.279999,244.270004,247.750000,245.821609,151601
2015-09-28,246.500000,246.500000,242.000000,243.000000,241.108582,119334
2015-09-29,240.000000,245.000000,239.000000,241.625000,239.744293,105666
2015-09-30,244.000000,244.750000,241.500000,241.500000,239.620270,89368
2015-10-01,246.000000,246.723007,244.500000,245.750000,243.837204,69464
2015-10-02,245.750000,245.893005,241.500000,242.250000,240.364426,90703
2015-10-05,246.250000,248.800003,244.000000,244.000000,242.100800,110801
2015-10-06,246.500000,248.000000,244.830002,246.625000,244.705383,46062
2015-10-07,249.000000,249.414993,247.750000,248.000000,246.069687,67067
2015-10-08,248.000000,248.000000,246.500000,247.000000,245.077454,60780
2015-10-09,249.000000,249.000000,246.500000,249.000000,247.061905,32545
2015-10-12,250.000000,250.000000,248.425003,250.000000,248.054108,59958
2015-10-13,249.000000,250.250000,247.500000,249.125000,247.185913,69338
2015-10-14,246.440002,247.313004,246.440002,246.125000,244.209274,16835
2015-10-15,247.000000,248.000000,246.000000,247.000000,245.077454,49841
2015-10-16,248.250000,249.279999,247.720001,248.500000,246.565781,31590
2015-10-19,249.500000,250.000000,249.399994,249.000000,247.061905,42779
2015-10-20,250.000000,252.750000,249.500000,251.000000,249.046326,76747
2015-10-21,251.000000,252.960007,249.000000,249.750000,247.806061,47128
2015-10-22,251.000000,253.500000,251.000000,252.000000,250.038544,44787
2015-10-23,257.000000,258.000000,254.000000,258.000000,255.991867,82713
2015-10-26,259.000000,260.795013,256.440002,260.000000,257.976288,78037
2015-10-27,259.000000,261.000000,258.000000,260.750000,258.720459,79557
2015-10-28,262.000000,265.000000,262.000000,264.000000,261.945160,38221
2015-10-29,262.000000,263.000000,260.880005,262.000000,259.960724,16101
2015-10-30,262.000000,262.500000,260.410004,259.625000,257.604187,21041
2015-11-02,258.200012,260.000000,258.200012,258.500000,256.487915,60234
2015-11-03,261.500000,261.500000,257.000000,261.500000,259.464600,33973
2015-11-04,263.000000,265.000000,260.825012,265.000000,262.937347,47320
2015-11-05,264.000000,265.500000,262.500000,263.250000,261.200989,43454
2015-11-06,261.500000,266.000000,261.500000,262.000000,259.960724,89307
2015-11-09,266.500000,266.500000,264.239990,266.500000,264.425690,53285
2015-11-10,262.500000,266.500000,262.500000,262.750000,260.704865,70457
2015-11-11,262.000000,264.970001,262.000000,262.000000,259.960724,43540
2015-11-12,262.000000,263.000000,259.619995,260.000000,257.976288,129884
2015-11-13,257.000000,259.000000,255.000000,255.250000,253.263245,79156
2015-11-16,257.000000,258.500000,255.000000,258.500000,256.487915,79345
2015-11-17,262.500000,263.000000,259.700012,263.000000,260.952911,67869
2015-11-18,262.500000,262.670013,261.537994,261.500000,259.464600,61895
2015-11-19,264.500000,265.500000,262.940002,265.500000,263.433441,16069
2015-11-20,267.000000,267.000000,263.437988,267.000000,264.921783,18740
2015-11-23,265.000000,265.000000,262.500000,262.500000,260.456818,70711
2015-11-24,262.250000,264.423004,258.529999,262.000000,259.960724,91903
2015-11-25,262.250000,263.000000,261.750000,262.500000,260.456818,81701
2015-11-26,261.250000,261.250000,260.000000,260.125000,258.100281,29535
2015-11-27,258.250000,261.000000,258.250000,258.500000,256.487915,27346
2015-11-30,258.000000,261.000000,258.000000,259.000000,256.984039,62970
2015-12-01,259.000000,261.500000,259.000000,260.000000,257.976288,116347
2015-12-02,260.329987,262.338013,260.329987,261.625000,259.588623,51712
2015-12-03,260.000000,262.345001,256.000000,256.000000,254.007401,50621
2015-12-04,258.000000,261.500000,255.250000,258.500000,256.487915,108787
2015-12-07,263.000000,264.438995,260.000000,260.250000,258.224304,36890
2015-12-08,258.000000,261.679993,258.000000,258.250000,256.239899,78934
2015-12-09,260.000000,260.000000,257.000000,257.000000,254.999619,51508
2015-12-10,257.250000,258.750000,254.750000,254.750000,252.767136,62857
2015-12-11,256.000000,256.000000,249.000000,249.000000,247.061905,98811
2015-12-14,251.000000,251.000000,247.000000,247.000000,245.077454,71586
2015-12-15,249.750000,251.750000,247.750000,251.500000,249.542419,75013
2015-12-16,252.250000,255.000000,251.259995,254.500000,252.519089,57326
2015-12-17,256.750000,257.500000,254.500000,254.500000,252.519089,63331
2015-12-18,255.750000,256.000000,254.000000,254.250000,252.271027,41843
2015-12-21,256.000000,258.725006,254.940002,256.000000,254.007401,83536
2015-12-22,258.000000,259.000000,256.019989,258.000000,255.991867,21972
2015-12-23,259.500000,261.000000,257.619995,259.000000,256.984039,38633
2015-12-24,262.000000,262.000000,259.600006,260.000000,257.976288,20463
2015-12-29,262.000000,263.625000,259.640015,262.125000,260.084717,58125
2015-12-30,263.600006,263.600006,262.000000,262.000000,259.960724,24626
2015-12-31,261.500000,262.959991,261.500000,261.500000,259.464600,3527
2016-01-04,260.000000,260.600006,253.000000,253.000000,251.030762,79902
2016-01-05,257.000000,257.000000,254.000000,255.250000,253.263245,54699
2016-01-06,253.000000,254.779999,252.750000,253.250000,251.278809,56139
2016-01-07,249.000000,249.100006,246.240005,248.500000,246.565781,93738
2016-01-08,250.000000,250.000000,247.000000,248.000000,246.069687,57638
2016-01-11,245.000000,248.559998,245.000000,245.000000,243.093033,51336
2016-01-12,246.250000,249.250000,246.000000,246.500000,244.581360,66268
2016-01-13,249.000000,249.475006,248.147995,249.000000,247.061905,24047
2016-01-14,247.000000,248.000000,244.000000,244.000000,242.100800,84326
2016-01-15,246.000000,246.000000,239.000000,239.750000,237.883881,50594
2016-01-18,238.250000,240.750000,236.000000,236.500000,234.659195,58602
2016-01-19,241.000000,242.615005,238.899994,239.500000,237.635834,72096
2016-01-20,235.250000,235.824997,230.000000,230.000000,228.209778,83097
2016-01-21,236.750000,237.000000,231.410004,236.500000,234.659195,74137
2016-01-22,239.600006,244.449997,239.600006,241.875000,239.992355,71385
2016-01-25,244.500000,244.750000,242.589996,243.000000,241.108582,42304
2016-01-26,238.000000,243.000000,237.970001,239.000000,237.139725,84886
2016-01-27,242.000000,243.513000,240.759995,242.000000,240.116364,81085
2016-01-28,244.000000,246.000000,241.250000,242.250000,240.364426,61111
2016-01-29,248.000000,251.000000,245.000000,250.000000,248.054108,111032
2016-02-01,251.750000,252.675003,250.000000,250.000000,248.054108,42291
2016-02-02,248.500000,252.050003,245.000000,246.000000,244.085236,120765
2016-02-03,245.000000,248.375000,242.000000,242.000000,240.116364,60138
2016-02-04,246.000000,248.285004,244.000000,244.000000,242.100800,83256
2016-02-05,245.679993,250.000000,245.679993,248.000000,246.069687,29271
2016-02-08,246.000000,249.960007,243.839996,244.000000,242.100800,78074
2016-02-09,241.000000,245.000000,240.600006,241.000000,239.124146,66658
2016-02-10,245.000000,247.000000,243.229996,245.500000,243.589142,99814
2016-02-11,243.000000,244.000000,240.039993,242.000000,240.116364,46593
2016-02-12,245.000000,246.000000,239.500000,239.500000,237.635834,85446
2016-02-15,247.500000,247.500000,244.250000,244.250000,242.348846,31835
2016-02-16,246.750000,249.000000,244.723007,245.250000,243.341064,46545
2016-02-17,251.500000,253.940002,243.919998,248.500000,246.565781,82728
2016-02-18,251.688004,255.000000,248.500000,251.500000,249.542419,57332
2016-02-19,254.000000,254.981995,251.304993,254.000000,252.022964,60286
2016-02-22,255.000000,258.429993,255.139999,255.000000,253.015182,57960
2016-02-23,253.000000,257.005005,252.000000,252.750000,250.782700,58016
2016-02-24,252.000000,252.649994,250.000000,250.000000,248.054108,25439
2016-02-25,250.250000,253.000000,250.250000,250.500000,248.550201,51203
2016-02-26,252.250000,256.500000,251.250000,252.000000,250.038544,71448
2016-02-29,251.000000,254.529999,251.000000,252.750000,250.782700,69864
2016-03-01,253.000000,256.500000,253.000000,253.000000,251.030762,73553
2016-03-02,256.000000,258.670013,254.000000,254.000000,252.022964,87264
2016-03-03,254.000000,254.000000,252.000000,254.000000,252.022964,94551
2016-03-04,256.000000,256.500000,252.000000,253.250000,251.278809,60850
2016-03-07,255.250000,256.274994,250.500000,251.000000,249.046326,82507
2016-03-08,253.000000,254.750000,250.750000,250.750000,248.798279,89384
2016-03-09,255.000000,255.876999,251.078995,255.000000,253.015182,73429
2016-03-10,255.000000,256.364990,251.850006,255.000000,253.015182,128996
2016-03-11,257.000000,257.217987,253.000000,254.000000,252.022964,147686
2016-03-14,255.800003,258.600006,254.875000,255.500000,253.511307,58839
2016-03-15,257.000000,257.000000,254.953003,256.000000,254.007401,57689
2016-03-16,255.009995,255.927994,253.660004,255.125000,253.139221,53628
2016-03-17,253.000000,256.850006,252.000000,253.000000,251.030762,82154
2016-03-18,255.000000,256.605011,253.824997,256.000000,254.007401,68489
2016-03-21,252.250000,255.550003,252.000000,254.625000,252.643097,68328
2016-03-22,253.000000,257.000000,252.500000,256.250000,254.255463,65309
2016-03-23,258.000000,260.750000,257.000000,260.750000,258.720459,62275
2016-03-24,256.250000,257.559998,255.000000,255.000000,253.015182,66683
2016-03-29,258.000000,258.595001,256.049988,257.000000,254.999619,54374
